dataset,seed,method,method_key,ACC_old,ACC_new,ACC_overall,Balanced_ACC
math1,2,C-LoRA,C-LoRA,0.6859003761122833,0.707329401853412,0.6934545022570682,0.6923290838346219
math1,2,X-DER,X-DER,0.7239702779561508,0.7514743049705139,0.7336659539082917,0.7322214860604597
math1,2,Full Replay Oracle,Full-Replay,0.7220438491881479,0.7541701769165965,0.7333689712520789,0.7316817475066825
math1,2,C-LoRA-GNCDM,C-LoRA-GNCDM,0.6472800660489864,0.7181128896377422,0.6722499406034688,0.668529913125613
math1,2,ICD,ICD,0.686175580221998,0.7110362257792755,0.6949394155381325,0.6936337738891812
math1,2,CLEAN-Full,CLEAN-Full,0.7180992569489038,0.7182813816343724,0.7181634592539796,0.7181538943545444
math1,2,CLEAN-LoRA,CLEAN-LoRA,0.7180992569489038,0.6930075821398484,0.7092539795675933,0.7105717545061871
math1,3,G-NCDM,G-NCDM(Anchor),0.7230529309237684,,0.7230529309237684,
math1,3,EWC,EWC,0.6871846619576185,0.7320977253580455,0.7030173437871229,0.7006585809777466
math1,3,DER++,DER++,0.7232364003302449,0.7543386689132267,0.7342005226894749,0.7325670809051394
math1,3,C-LoRA,C-LoRA,0.6890193560223833,0.7211457455770851,0.700344499881207,0.6986572728887938
math1,3,X-DER,X-DER,0.7300247683698743,0.7474304970513901,0.7361606082204799,0.735246486974329
math1,3,Full Replay Oracle,Full-Replay,0.7248876249885332,0.7470935130581298,0.7327156094084105,0.7315493914094122
math1,3,C-LoRA-GNCDM,C-LoRA-GNCDM,0.624529859645904,0.7130581297388374,0.6557377049180327,0.651088340673784
math1,3,ICD,ICD,0.686175580221998,0.7110362257792755,0.6949394155381325,0.6936337738891812
math1,3,CLEAN-Full,CLEAN-Full,0.7230529309237684,0.7566975568660489,0.7349132810643858,0.7331463187064526
math1,3,CLEAN-LoRA,CLEAN-LoRA,0.7230529309237684,0.7263689974726201,0.7242219054407223,0.724047750888424
math1,5,G-NCDM,G-NCDM(Anchor),0.7204843592330978,,0.7204843592330978,
math1,5,EWC,EWC,0.6823227226859921,0.731592249368155,0.6996911380375386,0.6971035806906409
math1,5,DER++,DER++,0.7158058893679479,0.75787700084246,0.7306367308149204,0.7284272228103015
math1,5,C-LoRA,C-LoRA,0.6898449683515274,0.7203032855939343,0.7005820860061772,0.6989824635242494
math1,5,X-DER,X-DER,0.7269975231630126,0.7459140690817186,0.7336659539082917,0.7326724869386244
math1,5,Full Replay Oracle,Full-Replay,0.7235116044399597,0.7499578770008425,0.7328344024708957,0.7314454862082245
math1,5,C-LoRA-GNCDM,C-LoRA-GNCDM,0.6369140445830658,0.7100252737994945,0.6626870990734142,0.6588474133479943
math1,5,ICD,ICD,0.686175580221998,0.7110362257792755,0.6949394155381325,0.6936337738891812
math1,5,CLEAN-Full,CLEAN-Full,0.7204843592330978,0.6102780117944397,0.6816345925397956,0.6874224550015005
math1,5,CLEAN-LoRA,CLEAN-LoRA,0.7204843592330978,0.6163437236731255,0.6837728676645284,0.6892421685651061
math1,11,G-NCDM,G-NCDM(Anchor),0.7146133382258508,,0.7146133382258508,
math1,11,EWC,EWC,0.680304559214751,0.7280539174389217,0.6971370871941078,0.6946293666820021
math1,11,DER++,DER++,0.7200256857169067,0.7556866048862679,0.7325968163459254,0.7307239614677151
math1,11,C-LoRA,C-LoRA,0.6828731309054216,0.7152485256950295,0.6942860536944643,0.6925857493423039
math1,11,X-DER,X-DER,0.7229611962205302,0.7511373209772536,0.7328937990021382,0.7314140336475472
math1,11,Full Replay Oracle,Full-Replay,0.719750481607192,0.7523167649536647,0.7312306961273461,0.7295203666111338
math1,11,C-LoRA-GNCDM,C-LoRA-GNCDM,0.6315934317952482,0.7000842459983151,0.6557377049180327,0.6521406760561682
math1,11,ICD,ICD,0.686175580221998,0.7110362257792755,0.6949394155381325,0.6936337738891812
math1,11,CLEAN-Full,CLEAN-Full,0.7146133382258508,0.7561920808761584,0.7292706105963411,0.7270869610209431
math1,11,CLEAN-LoRA,CLEAN-LoRA,0.7146133382258508,0.7164279696714406,0.7152530292230934,0.7151577276595278
math1,13,G-NCDM,G-NCDM(Anchor),0.7282818090083478,,0.7282818090083478,
math1,13,EWC,EWC,0.6926887441519126,0.7440606571187869,0.7107982893799002,0.7081003180419749
math1,13,DER++,DER++,0.7195670122007155,0.7521482729570346,0.7310525065336184,0.7293413904276113
math1,13,C-LoRA,C-LoRA,0.6940647647004862,0.7228306655433867,0.7042052744119743,0.7026945349533563
math1,13,X-DER,X-DER,0.7254380332079625,0.749452401010952,0.7339035400332621,0.7326423435488593
math1,13,Full Replay Oracle,Full-Replay,0.7180992569489038,0.7487784330244314,0.7289142314088857,0.727303009771562
math1,13,C-LoRA-GNCDM,C-LoRA-GNCDM,0.6212274103293276,0.7051390058972199,0.650807792824899,0.6464008889996953
math1,13,ICD,ICD,0.686175580221998,0.7110362257792755,0.6949394155381325,0.6936337738891812
math1,13,CLEAN-Full,CLEAN-Full,0.7282818090083478,0.686267902274642,0.7134711332858161,0.715677636988236
math1,13,CLEAN-LoRA,CLEAN-LoRA,0.7282818090083478,0.6719460825610784,0.7084224281301972,0.7113810910741669
